Game,Winner,Sequence,XRow,XCol,ORow,OCol
game000532,X,4,5,1,1,5
game000532,X,5,4,0,7,1
game000532,X,6,5,5,2,7
game000532,X,7,3,3,3,6
game000532,X,8,4,2,0,1
game000532,X,9,1,3,1,1
game000532,X,10,2,2,1,6
game000532,X,11,2,0,7,4
game000532,X,12,3,7,6,7
game000532,X,13,7,6,4,3
game000532,X,14,0,0,7,5
game000532,X,15,7,2,6,4
game000532,X,16,0,3,4,4
game000532,X,17,5,6,7,7
game000532,X,18,1,7,0,4
game000532,X,19,6,0,6,5
game000532,X,20,5,3,6,1
game000532,X,21,6,3,3,1
game000532,X,22,6,6,0,2
game000533,X,0,2,1,2,6
game000533,X,1,5,2,2,5
game000533,X,2,7,5,3,1
game000533,X,3,0,7,6,2
game000533,X,4,3,2,5,4
game000533,X,5,3,6,1,0
game000533,X,6,4,1,7,4
game000533,X,7,0,6,2,3
game000533,X,8,2,2,4,3
game000533,X,9,4,7,1,6
game000533,X,10,5,1,2,0
game000533,X,11,0,2,4,5
game000533,X,12,6,1,5,3
game000533,X,13,0,0,6,3
game000533,X,14,6,5,3,4
game000533,X,15,1,5,1,7
game000533,X,16,5,0,4,4
game000533,X,17,2,4,6,6
game000533,X,18,4,2,5,6
game000533,X,19,6,0,1,1
game000534,O,0,4,6,2,3
game000534,O,1,7,7,6,5
game000534,O,2,5,4,0,3
game000534,O,3,3,5,0,6
game000534,O,4,5,6,1,4
game000534,O,5,7,3,1,5
game000534,O,6,7,4,4,3
game000534,O,7,7,2,4,4
game000534,O,8,2,2,2,1
game000534,O,9,1,1,5,3
game000534,O,10,3,0,6,3
game000534,O,11,0,7,6,0
game000534,O,12,7,5,0,5
game000534,O,13,6,6,4,1
game000534,O,14,2,7,5,5
game000534,O,15,1,0,3,3
game000535,O,0,5,4,2,6
game000535,O,1,7,1,0,2
game000535,O,2,3,2,6,4
game000535,O,3,1,0,5,0
game000535,O,4,0,0,6,5
game000535,O,5,1,7,3,5
game000535,O,6,2,7,5,2
game000535,O,7,2,2,1,6
game000535,O,8,1,1,3,0
game000535,O,9,1,4,7,4
game000535,O,10,7,5,0,7
game000535,O,11,4,5,6,3
game000535,O,12,4,6,4,1
game000536,X,0,1,0,1,3
game000536,X,1,5,3,2,0
game000536,X,2,5,4,4,7
game000536,X,3,1,4,2,7
game000536,X,4,7,1,2,2
game000536,X,5,4,1,2,4
game000536,X,6,6,5,6,4
game000536,X,7,4,4,0,6
game000536,X,8,6,2,0,5
game000536,X,9,7,4,7,2
game000536,X,10,5,6,2,6
game000536,X,11,6,0,2,1
game000536,X,12,7,6,4,3
game000536,X,13,5,1,4,0
game000536,X,14,3,3,3,0
game000536,X,15,0,3,3,6
game000537,O,0,1,0,1,3
game000537,O,1,7,7,3,6
game000537,O,2,4,0,4,7
game000537,O,3,5,1,6,0
game000537,O,4,6,1,2,3
game000537,O,5,2,7,3,0
game000537,O,6,7,6,0,1
game000537,O,7,2,1,6,3
game000537,O,8,7,2,2,0
game000537,O,9,7,5,5,4
game000537,O,10,7,4,7,0
game000537,O,11,2,4,1,4
game000537,O,12,3,5,1,5
game000537,O,13,5,0,3,1
game000537,O,14,3,7,2,2
game000537,O,15,1,7,5,6
game000537,O,16,0,0,0,2
game000537,O,17,0,3,1,1
game000537,O,18,3,2,4,5
game000537,O,19,2,5,5,7
game000537,O,20,0,4,4,6
game000537,O,21,3,3,0,5
game000537,O,22,3,4,5,5
game000537,O,23,7,1,7,3
game000537,O,24,1,6,5,2
game000537,O,25,5,3,6,4
game000537,O,26,4,4,1,2
game000538,O,0,3,5,7,4
game000538,O,1,7,1,5,6
game000538,O,2,6,2,3,7
game000538,O,3,7,3,2,7
game000538,O,4,6,7,5,7
game000538,O,5,5,1,6,1
game000538,O,6,6,5,0,0
game000538,O,7,0,1,2,2
game000538,O,8,5,4,4,6
game000538,O,9,6,0,3,3
game000538,O,10,4,0,2,1
game000538,O,11,6,6,3,0
game000538,O,12,1,0,7,6
game000538,O,13,3,2,7,5
game000538,O,14,6,3,5,5
game000538,O,15,4,2,0,4
game000538,O,16,1,3,0,7
game000538,O,17,2,4,2,5
game000538,O,18,0,3,5,3
game000538,O,19,4,3,3,4
game000538,O,20,5,0,1,7
game000538,O,21,0,5,7,7
game000538,O,22,1,1,2,0
game000538,O,23,2,6,1,5
game000538,O,24,0,2,3,1
game000538,O,25,1,2,6,4
game000538,O,26,5,2,4,4
game000538,O,27,0,6,1,6
game000538,O,28,4,5,4,1
game000538,O,29,7,0,4,7
game000539,O,0,5,4,1,4
game000539,O,1,5,7,6,5
game000539,O,2,4,6,5,5
game000539,O,3,5,6,3,0
game000539,O,4,2,3,3,2
game000539,O,5,4,1,1,3
game000539,O,6,4,7,1,0
game000539,O,7,2,5,7,3
game000539,O,8,7,7,2,2
game000539,O,9,7,6,5,0
game000539,O,10,1,5,0,6
game000539,O,11,6,2,3,5
game000539,O,12,3,3,7,1
game000539,O,13,6,3,6,4
game000539,O,14,1,1,7,2
game000539,O,15,2,1,2,4
game000539,O,16,4,5,0,1
game000539,O,17,6,7,3,6
game000539,O,18,0,4,5,2
game000539,O,19,6,1,4,4
game000539,O,20,7,0,7,5
game000539,O,21,5,3,7,4
game000540,O,0,6,4,0,2
game000540,O,1,7,6,5,7
game000540,O,2,0,3,6,0
game000540,O,3,1,6,7,7
game000540,O,4,5,2,1,0
game000540,O,5,0,5,5,1
game000540,O,6,1,3,0,1
game000540,O,7,7,5,5,3
game000540,O,8,4,7,3,3
game000540,O,9,2,6,1,7
game000540,O,10,6,3,6,7
game000540,O,11,6,6,1,2
game000540,O,12,5,5,7,0
game000540,O,13,5,0,0,0
game000540,O,14,2,1,3,1
game000540,O,15,0,6,7,4
game000540,O,16,4,0,0,4
game000540,O,17,4,3,2,7
game000540,O,18,1,1,1,5
game000540,O,19,6,5,0,7
game000540,O,20,3,5,4,6
game000540,O,21,2,5,4,2
game000540,O,22,7,1,2,4
game000541,O,0,1,6,7,3
game000541,O,1,3,4,7,2
game000541,O,2,3,3,2,1
game000541,O,3,6,7,6,6
game000541,O,4,2,0,5,2
game000541,O,5,0,6,6,5
game000541,O,6,6,1,1,0
game000541,O,7,2,6,3,5
game000541,O,8,5,1,7,7
game000541,O,9,0,4,7,6
game000541,O,10,2,4,5,4
game000541,O,11,1,1,5,6
game000541,O,12,2,2,0,1
game000541,O,13,0,5,0,3
game000541,O,14,6,2,6,0
game000541,O,15,4,2,3,6
game000541,O,16,0,0,2,7
game000541,O,17,0,2,3,7
game000541,O,18,5,3,5,0
game000541,O,19,6,3,2,5
game000541,O,20,7,4,1,5
game000541,O,21,1,4,4,1
game000541,O,22,4,0,3,1
game000541,O,23,3,0,4,7
game000541,O,24,1,3,3,2
game000541,O,25,7,0,2,3
game000541,O,26,0,7,5,7
game000541,O,27,5,5,4,3
game000542,X,0,6,4,4,1
game000542,X,1,1,2,0,1
game000542,X,2,0,0,1,6
game000542,X,3,3,3,1,1
game000542,X,4,1,4,1,3
game000542,X,5,5,6,0,2
game000542,X,6,7,5,2,2
game000542,X,7,0,3,5,0
game000542,X,8,3,6,6,3
game000542,X,9,3,1,6,6
game000542,X,10,3,7,0,6
game000542,X,11,7,3,6,7
game000542,X,12,6,2,6,1
game000542,X,13,4,3,1,0
game000542,X,14,2,4,0,4
game000542,X,15,7,6,0,5
game000542,X,16,2,6,5,7
game000542,X,17,2,1,2,3
game000542,X,18,2,7,7,7
game000542,X,19,7,4,7,2
game000542,X,20,7,0,0,7
game000542,X,21,6,5,4,2
game000542,X,22,3,2,1,5
game000542,X,23,5,2,5,1
game000542,X,24,4,0,5,4
game000542,X,25,6,0,5,3
game000542,X,26,5,5,4,4
game000542,X,27,1,7,4,6
game000542,X,28,3,0,2,0
game000543,X,0,4,7,0,1
game000543,X,1,1,5,5,0
game000543,X,2,4,4,7,1
game000543,X,3,3,6,0,4
game000543,X,4,1,1,6,2
game000543,X,5,2,0,5,6
game000543,X,6,3,5,1,6
game000543,X,7,6,6,5,4
game000543,X,8,7,2,2,2
game000543,X,9,1,0,5,7
game000543,X,10,3,4,5,3
game000543,X,11,3,3,6,0
game000544,O,0,2,1,5,4
game000544,O,1,2,7,6,4
game000544,O,2,0,3,7,5
game000544,O,3,1,5,4,6
game000544,O,4,1,0,4,0
game000544,O,5,6,3,0,6
game000544,O,6,3,1,2,3
game000544,O,7,7,3,5,1
game000544,O,8,7,6,1,6
game000544,O,9,2,6,0,4
game000544,O,10,6,0,0,7
game000544,O,11,4,1,3,4
game000544,O,12,3,5,5,5
game000544,O,13,5,3,1,3
game000544,O,14,4,2,0,0
game000544,O,15,3,6,7,4
game000544,O,16,3,3,4,4
game000545,O,0,7,7,5,7
game000545,O,1,7,2,4,1
game000545,O,2,5,5,7,4
game000545,O,3,0,1,6,5
game000545,O,4,0,0,6,6
game000545,O,5,1,7,1,3
game000545,O,6,4,4,1,6
game000545,O,7,1,0,3,5
game000545,O,8,0,6,2,4
game000545,O,9,4,0,0,2
game000545,O,10,6,7,7,5
game000545,O,11,0,7,5,4
game000545,O,12,1,2,3,6
game000545,O,13,6,1,2,6
game000545,O,14,3,4,5,3
game000545,O,15,6,4,0,4
game000545,O,16,7,0,3,2
game000545,O,17,0,3,4,2
game000545,O,18,5,1,2,1
game000545,O,19,4,3,5,6
game000545,O,20,2,2,3,3
game000545,O,21,4,6,4,7
game000545,O,22,2,3,6,0
game000545,O,23,3,7,7,3
game000545,O,24,1,5,5,0
game000545,O,25,2,0,6,3
game000545,O,26,1,4,3,1
game000545,O,27,6,2,5,2
game000545,O,28,2,5,3,0
game000546,X,0,2,4,2,7
game000546,X,1,2,1,5,1
game000546,X,2,1,4,6,4
game000546,X,3,1,7,0,4
game000546,X,4,3,6,0,0
game000546,X,5,2,3,1,1
game000546,X,6,3,7,6,2
game000546,X,7,1,6,6,6
game000546,X,8,7,5,5,0
game000546,X,9,4,7,6,3
game000546,X,10,0,5,6,7
game000546,X,11,3,5,4,6
game000546,X,12,6,1,0,1
game000546,X,13,5,4,1,5
game000546,X,14,3,3,5,2
game000546,X,15,2,2,7,7
game000546,X,16,0,7,5,7
game000546,X,17,7,2,0,3
game000546,X,18,3,2,3,1
game000546,X,19,1,0,4,3
game000546,X,20,5,3,4,0
game000547,O,0,5,3,7,1
game000547,O,1,2,1,3,2
game000547,O,2,2,2,5,6
game000547,O,3,5,0,5,5
game000547,O,4,5,2,0,7
game000547,O,5,2,0,0,1
game000547,O,6,7,2,5,7
game000547,O,7,6,2,1,5
game000547,O,8,5,4,1,3
game000547,O,9,2,4,3,6
game000547,O,10,1,2,3,1
game000547,O,11,0,3,0,5
game000547,O,12,6,0,2,6
game000547,O,13,7,5,4,3
game000547,O,14,2,7,3,4
game000547,O,15,4,4,0,0
game000547,O,16,4,2,6,4
game000547,O,17,6,6,4,1
game000547,O,18,1,1,6,5
game000547,O,19,4,7,7,7
game000547,O,20,3,0,7,4
game000547,O,21,4,5,1,6
game000547,O,22,1,4,2,5
game000548,O,0,3,5,1,4
game000548,O,1,4,2,1,1
game000548,O,2,4,7,1,0
game000548,O,3,0,4,0,5
game000548,O,4,2,5,2,6
game000548,O,5,7,4,5,6
game000548,O,6,6,0,2,1
game000548,O,7,4,3,0,7
game000548,O,8,5,3,4,4
game000548,O,9,3,7,3,3
game000548,O,10,5,5,6,2
game000548,O,11,6,4,6,6
game000548,O,12,1,3,4,5
game000548,O,13,5,1,3,0
game000548,O,14,7,6,4,0
game000548,O,15,7,3,2,2
game000548,O,16,7,7,7,1
game000548,O,17,5,2,6,7
game000548,O,18,1,2,4,1
game000548,O,19,6,3,5,4
game000548,O,20,2,0,1,5
game000548,O,21,7,2,4,6
game000548,O,22,3,6,0,2
game000548,O,23,3,4,0,0
game000549,X,0,3,6,7,0
game000549,X,1,3,2,2,1
game000549,X,2,5,5,7,7
game000549,X,3,5,2,6,1
game000549,X,4,0,3,1,6
game000549,X,5,7,5,0,4
game000549,X,6,3,0,2,2
game000549,X,7,7,6,0,5
game000549,X,8,2,6,0,6
game000549,X,9,6,2,1,3
game000549,X,10,7,3,6,6
game000549,X,11,3,5,3,1
game000549,X,12,4,5,4,4
game000549,X,13,5,6,4,6
game000549,X,14,5,3,2,7
game000549,X,15,2,3,5,1
game000549,X,16,1,4,0,1
game000549,X,17,0,2,6,0
game000549,X,18,2,5,4,7
game000549,X,19,2,0,7,1
game000549,X,20,4,2,0,0
game000549,X,21,4,3,2,4
game000549,X,22,6,4,6,3
game000549,X,23,3,4,5,7
game000550,X,0,1,6,6,3
game000550,X,1,2,2,3,6
game000550,X,2,1,1,7,6
game000550,X,3,3,4,6,5
game000550,X,4,2,1,2,7
game000550,X,5,7,7,2,0
game000550,X,6,7,5,1,5
game000550,X,7,2,5,2,4
game000550,X,8,6,6,0,0
game000550,X,9,3,7,3,1
game000550,X,10,4,0,0,6
game000550,X,11,0,2,4,5
game000550,X,12,7,0,4,6
game000550,X,13,5,5,1,3
game000550,X,14,7,1,1,7
game000550,X,15,3,5,7,4
game000550,X,16,5,1,0,4
game000550,X,17,0,7,2,3
game000550,X,18,6,0,0,5
game000550,X,19,1,4,2,6
game000550,X,20,7,3,5,6
game000550,X,21,1,0,5,7
game000550,X,22,4,2,1,2
game000550,X,23,7,2,4,3
game000550,X,24,6,7,4,7
game000550,X,25,5,0,6,4
game000550,X,26,5,3,3,0
game000550,X,27,6,2,3,3
game000550,X,28,3,2,5,2
game000550,X,29,0,3,6,1
game000551,O,0,4,2,2,2
game000551,O,1,1,1,0,7
game000551,O,2,3,0,2,3
game000551,O,3,6,7,4,6
game000551,O,4,7,6,0,4
game000551,O,5,2,4,5,4
game000551,O,6,4,0,1,3
game000551,O,7,3,6,4,3
game000551,O,8,7,2,6,3
game000551,O,9,7,7,3,7
game000551,O,10,4,5,0,3
game000551,O,11,2,1,7,3
game000551,O,12,3,2,6,2
game000551,O,13,3,1,6,6
game000551,O,14,0,2,3,3
game000552,X,0,7,2,5,7
game000552,X,1,0,1,5,0
game000552,X,2,4,3,4,5
game000552,X,3,6,1,4,4
game000552,X,4,2,2,2,1
game000552,X,5,2,3,4,2
game000552,X,6,3,3,3,7
game000552,X,7,6,3,3,6
game000552,X,8,1,1,7,7
game000552,X,9,2,6,1,0
game000552,X,10,2,7,1,2
game000552,X,11,0,0,3,0
game000552,X,12,4,0,7,0
game000552,X,13,0,6,7,6
game000552,X,14,3,5,1,7
game000552,X,15,6,7,0,5
game000552,X,16,2,0,5,5
game000552,X,17,5,4,6,0
game000552,X,18,3,4,4,6
game000552,X,19,3,1,1,3
game000552,X,20,5,1,6,6
game000552,X,21,0,4,7,5
game000552,X,22,6,5,1,6
game000552,X,23,7,4,6,2
game000552,X,24,7,1,3,2
game000552,X,25,2,5,0,2
game000553,O,0,0,1,4,6
game000553,O,1,7,7,3,1
game000553,O,2,0,5,6,2
game000553,O,3,6,6,0,7
game000553,O,4,7,0,0,0
game000553,O,5,1,7,1,4
game000553,O,6,6,1,1,6
game000553,O,7,4,4,0,2
game000553,O,8,3,4,3,3
game000553,O,9,3,0,2,7
game000553,O,10,7,1,1,2
game000553,O,11,7,2,2,4
game000553,O,12,3,6,2,5
game000553,O,13,4,3,6,5
game000553,O,14,1,0,6,7
game000553,O,15,5,5,7,4
game000553,O,16,3,5,6,4
game000553,O,17,7,5,5,3
game000553,O,18,5,7,7,3
game000553,O,19,4,2,2,3
game000553,O,20,0,3,4,5
game000553,O,21,1,1,5,1
game000553,O,22,0,6,7,6
game000553,O,23,4,1,6,0
game000553,O,24,3,2,2,6
game000554,O,0,5,7,7,2
game000554,O,1,1,1,6,2
game000554,O,2,3,7,0,7
game000554,O,3,1,5,2,1
game000554,O,4,7,0,6,0
game000554,O,5,5,4,4,6
game000554,O,6,4,4,1,3
game000554,O,7,6,5,0,2
game000554,O,8,1,4,4,0
game000554,O,9,5,5,3,4
game000554,O,10,4,7,3,5
game000554,O,11,7,5,5,0
game000554,O,12,7,1,2,6
game000554,O,13,0,5,1,0
game000554,O,14,2,2,3,2
game000554,O,15,2,0,2,4
game000555,O,0,6,4,1,1
game000555,O,1,1,7,4,4
game000555,O,2,2,1,0,5
game000555,O,3,5,3,2,0
game000555,O,4,7,0,7,5
game000555,O,5,5,5,7,6
game000555,O,6,3,2,7,4
game000555,O,7,5,1,5,4
game000555,O,8,1,4,7,3
game000555,O,9,6,2,4,7
game000555,O,10,5,7,3,6
game000555,O,11,1,6,6,6
game000555,O,12,7,2,4,2
game000555,O,13,3,5,5,6
game000555,O,14,0,3,3,0
game000555,O,15,0,7,1,2
game000555,O,16,5,0,4,1
game000555,O,17,6,1,1,5
game000555,O,18,0,2,4,0
game000555,O,19,0,6,6,5
game000555,O,20,0,4,5,2
game000555,O,21,2,5,6,0
game000555,O,22,2,4,3,3
game000555,O,23,2,7,1,3
game000555,O,24,4,3,0,0
game000555,O,25,6,7,7,7
game000556,X,0,5,1,3,1
game000556,X,1,5,2,7,0
game000556,X,2,3,4,5,6
game000556,X,3,7,6,3,5
game000556,X,4,2,2,3,0
game000556,X,5,1,5,1,3
game000556,X,6,2,4,5,4
game000556,X,7,2,0,6,2
game000556,X,8,3,7,1,7
game000556,X,9,4,6,2,6
game000556,X,10,7,1,4,0
game000556,X,11,7,4,4,7
game000556,X,12,0,1,3,6
game000556,X,13,5,7,0,4
game000556,X,14,6,5,3,2
game000556,X,15,4,3,0,0
game000556,X,16,1,6,7,2
game000556,X,17,6,1,4,2
game000556,X,18,6,3,7,5
game000556,X,19,5,5,3,3
game000556,X,20,6,6,6,7
game000556,X,21,6,0,1,0
game000556,X,22,6,4,0,2
game000556,X,23,4,4,2,5
game000556,X,24,0,7,0,6
game000556,X,25,0,5,0,3
game000556,X,26,2,1,5,0
game000556,X,27,4,5,2,7
game000556,X,28,1,4,7,7
game000557,O,0,0,0,4,4
game000557,O,1,1,5,3,0
game000557,O,2,7,4,3,4
game000557,O,3,4,5,0,7
game000557,O,4,5,4,3,1
game000557,O,5,6,0,7,0
game000557,O,6,3,3,0,2
game000557,O,7,1,7,6,4
game000557,O,8,0,3,2,7
game000557,O,9,2,0,7,1
game000557,O,10,5,2,6,3
game000557,O,11,5,3,0,6
game000557,O,12,1,3,2,4
game000557,O,13,4,6,3,6
game000557,O,14,3,2,2,3
game000557,O,15,2,5,7,6
game000557,O,16,6,2,4,1
game000557,O,17,2,2,7,3
game000557,O,18,5,5,5,1
game000557,O,19,1,6,1,1
game000557,O,20,5,7,4,0
game000557,O,21,2,6,2,1
game000558,X,0,0,3,6,6
game000558,X,1,7,3,6,5
game000558,X,2,2,0,7,5
game000558,X,3,4,6,7,6
game000558,X,4,2,6,0,6
game000558,X,5,7,1,3,7
game000558,X,6,7,2,4,2
game000558,X,7,6,1,5,5
game000558,X,8,1,3,1,1
game000558,X,9,5,3,5,0
game000558,X,10,2,2,3,6
game000558,X,11,7,0,6,7
game000558,X,12,3,4,3,1
game000558,X,13,1,0,6,4
game000558,X,14,4,7,3,3
game000558,X,15,2,3,1,5
game000558,X,16,0,4,7,4
game000558,X,17,5,4,0,1
game000558,X,18,5,6,0,2
game000558,X,19,2,4,2,5
game000558,X,20,7,7,4,5
game000558,X,21,0,5,4,4
game000558,X,22,5,1,2,7
game000558,X,23,6,2,5,2
game000559,O,0,7,1,7,3
game000559,O,1,5,7,7,6
game000559,O,2,2,2,0,2
game000559,O,3,2,6,5,0
game000559,O,4,1,0,2,3
game000559,O,5,3,5,2,1
game000559,O,6,6,0,5,3
game000559,O,7,0,5,0,3
game000559,O,8,6,5,6,3
game000559,O,9,2,7,3,0
game000559,O,10,4,3,3,1
game000559,O,11,3,7,4,5
game000559,O,12,4,4,3,2
game000559,O,13,0,0,5,6
game000559,O,14,1,3,2,4
game000559,O,15,6,6,6,2
game000559,O,16,5,1,7,0
game000559,O,17,7,7,1,5
game000559,O,18,0,4,1,7
game000559,O,19,3,3,2,5
game000559,O,20,0,1,7,4
game000559,O,21,0,7,6,7
game000559,O,22,1,2,5,5
game000559,O,23,7,2,1,6
game000559,O,24,4,0,4,7
game000559,O,25,6,1,3,6
game000559,O,26,4,1,5,4
game000559,O,27,7,5,4,6
game000559,O,28,3,4,6,4
game000559,O,29,0,6,4,2
game000559,O,30,1,4,2,0
game000560,O,0,1,0,5,1
game000560,O,1,0,5,2,7
game000560,O,2,2,6,6,4
game000560,O,3,0,6,2,1
game000560,O,4,3,7,7,1
game000560,O,5,6,5,7,0
game000560,O,6,7,2,5,7
game000560,O,7,0,3,3,6
game000560,O,8,4,5,2,3
game000560,O,9,2,2,1,7
game000560,O,10,7,6,3,5
game000560,O,11,0,7,1,3
game000560,O,12,5,5,5,4
game000560,O,13,5,0,3,1
game000560,O,14,5,2,1,5
game000560,O,15,7,4,6,3
game000560,O,16,5,6,3,0
game000560,O,17,2,4,0,2
game000560,O,18,6,2,6,1
game000560,O,19,1,1,1,6
game000560,O,20,2,0,4,7
game000560,O,21,0,1,0,4
game000560,O,22,3,4,4,6
game000560,O,23,4,2,4,3
game000560,O,24,5,3,4,1
game000561,X,0,3,2,7,2
game000561,X,1,0,2,1,0
game000561,X,2,2,2,6,6
game000561,X,3,4,3,7,4
game000561,X,4,3,6,6,4
game000561,X,5,0,0,4,5
game000561,X,6,0,3,5,4
game000561,X,7,6,5,6,0
game000561,X,8,7,3,1,5
game000561,X,9,3,0,5,5
game000561,X,10,1,4,5,1
game000561,X,11,0,4,5,6
game000561,X,12,1,3,7,1
game000561,X,13,2,5,1,6
game000561,X,14,0,5,5,7
game000561,X,15,6,2,2,6
game000561,X,16,7,7,1,1
game000561,X,17,3,5,4,2
game000561,X,18,6,3,3,4
game000561,X,19,2,7,7,6
game000561,X,20,2,3,5,0
game000561,X,21,1,7,2,4
game000562,O,0,7,7,0,0
game000562,O,1,1,1,4,6
game000562,O,2,2,7,1,4
game000562,O,3,6,5,0,2
game000562,O,4,3,7,7,3
game000562,O,5,5,2,6,0
game000562,O,6,5,5,3,1
game000562,O,7,6,2,5,1
game000562,O,8,4,4,4,2
game000562,O,9,3,0,4,7
game000562,O,10,1,0,0,3
game000562,O,11,2,6,0,5
game000562,O,12,2,0,4,0
game000562,O,13,0,6,1,7
game000562,O,14,6,1,4,5
game000562,O,15,6,3,5,3
game000562,O,16,5,6,3,5
game000562,O,17,7,0,7,1
game000562,O,18,1,2,5,7
game000562,O,19,7,4,6,7
game000562,O,20,7,2,3,3
game000562,O,21,5,4,0,1
game000562,O,22,2,2,5,0
game000562,O,23,1,5,0,4
game000563,O,0,7,4,4,3
game000563,O,1,2,7,6,4
game000563,O,2,1,5,4,2
game000563,O,3,4,4,0,6
game000563,O,4,5,6,1,3
game000563,O,5,0,5,7,1
game000563,O,6,6,6,5,3
game000563,O,7,6,0,0,0
game000563,O,8,1,0,1,7
game000563,O,9,2,4,0,1
game000563,O,10,3,3,7,3
game000563,O,11,4,5,1,2
game000563,O,12,3,6,6,7
game000563,O,13,2,2,6,5
game000563,O,14,4,1,3,0
game000563,O,15,3,1,6,1
game000563,O,16,0,2,6,3
game000563,O,17,0,3,3,4
game000563,O,18,5,2,4,6
game000563,O,19,2,0,2,5
game000563,O,20,0,7,2,1
game000563,O,21,1,4,6,2
game000564,O,0,5,2,6,2
game000564,O,1,2,2,4,4
game000564,O,2,5,3,0,1
game000564,O,3,3,3,2,7
game000564,O,4,7,7,7,3
game000564,O,5,6,0,6,1
game000564,O,6,6,5,0,2
game000564,O,7,0,7,2,1
game000564,O,8,7,5,3,1
game000564,O,9,7,0,5,1
game000564,O,10,5,4,4,1
game000565,O,0,5,3,4,7
game000565,O,1,5,5,1,4
game000565,O,2,7,6,1,7
game000565,O,3,6,2,4,4
game000565,O,4,2,3,6,5
game000565,O,5,3,0,6,1
game000565,O,6,7,2,7,1
game000565,O,7,4,1,1,5
game000565,O,8,7,4,1,1
game000565,O,9,5,1,2,6
game000565,O,10,2,7,2,2
game000565,O,11,1,2,7,5
game000565,O,12,6,6,7,3
game000565,O,13,0,7,6,0
game000565,O,14,0,5,1,6
game000565,O,15,7,0,3,2
game000565,O,16,2,5,0,4
game000565,O,17,3,1,5,2
game000565,O,18,2,1,6,3
game000565,O,19,0,6,2,4
game000565,O,20,4,2,4,6
game000565,O,21,0,0,6,4
game000565,O,22,5,0,3,3
game000565,O,23,0,3,3,5
game000565,O,24,4,5,5,6
game000565,O,25,0,2,5,7
game000565,O,26,1,3,7,7
game000565,O,27,1,0,2,0
game000565,O,28,3,4,3,6
game000566,X,0,5,4,5,0
game000566,X,1,2,4,0,5
game000566,X,2,6,4,2,3
game000566,X,3,7,5,1,5
game000566,X,4,6,2,1,1
game000566,X,5,4,4,4,0
game000566,X,6,4,5,0,6
game000566,X,7,3,6,3,4
game000566,X,8,7,7,0,1
game000566,X,9,1,3,7,2
game000566,X,10,3,5,6,3
game000566,X,11,5,3,3,3
game000566,X,12,4,1,5,1
game000566,X,13,1,7,4,6
game000566,X,14,7,4,7,1
game000567,X,0,2,3,6,0
game000567,X,1,3,1,1,3
game000567,X,2,6,7,4,3
game000567,X,3,4,7,3,4
game000567,X,4,5,6,4,2
game000567,X,5,0,4,5,5
game000567,X,6,6,1,6,4
game000567,X,7,2,4,5,1
game000567,X,8,5,7,0,6
game000567,X,9,5,3,3,3
game000567,X,10,5,4,2,0
game000567,X,11,3,7,0,2
game000567,X,12,5,0,0,0
game000567,X,13,1,4,2,2
game000568,O,0,6,1,5,2
game000568,O,1,7,4,4,4
game000568,O,2,2,6,1,7
game000568,O,3,6,7,2,1
game000568,O,4,2,0,1,6
game000568,O,5,1,3,5,7
game000568,O,6,1,4,5,6
game000568,O,7,0,7,7,2
game000568,O,8,4,5,0,2
game000568,O,9,5,0,0,3
game000568,O,10,3,6,4,7
game000568,O,11,5,3,3,7
game000568,O,12,4,3,3,0
game000568,O,13,6,2,2,3
game000568,O,14,0,6,4,0
game000568,O,15,4,1,4,6
game000568,O,16,6,6,1,0
game000568,O,17,3,1,6,5
game000568,O,18,7,1,2,2
game000568,O,19,0,1,6,3
game000568,O,20,5,5,1,1
game000568,O,21,2,4,7,3
game000568,O,22,5,4,0,0
game000568,O,23,6,0,2,5
game000568,O,24,3,4,7,5
game000568,O,25,3,5,2,7
game000569,X,0,4,7,6,4
game000569,X,1,3,0,5,1
game000569,X,2,6,2,5,5
game000569,X,3,4,4,3,2
game000569,X,4,5,4,6,3
game000569,X,5,3,7,4,1
game000569,X,6,7,6,0,5
game000569,X,7,1,5,3,4
game000569,X,8,4,5,0,0
game000569,X,9,0,4,1,3
game000569,X,10,1,0,0,3
game000569,X,11,0,6,1,6
game000569,X,12,0,7,1,4
game000569,X,13,4,6,5,0
game000569,X,14,2,3,2,6
game000569,X,15,6,0,1,1
game000569,X,16,0,1,7,4
game000569,X,17,7,2,6,1
game000569,X,18,7,1,4,2
game000569,X,19,6,5,2,5
game000569,X,20,7,5,6,6
game000569,X,21,2,7,7,3
game000569,X,22,2,4,4,3
game000569,X,23,2,2,5,3
game000570,O,0,5,7,1,6
game000570,O,1,7,1,3,0
game000570,O,2,1,4,4,2
game000570,O,3,5,5,7,2
game000570,O,4,0,7,2,7
game000570,O,5,3,1,7,3
game000570,O,6,4,4,5,6
game000570,O,7,4,5,5,2
game000570,O,8,4,1,3,6
game000570,O,9,6,7,6,3
game000570,O,10,2,5,7,5
game000570,O,11,3,5,6,5
game000570,O,12,4,7,2,3
game000570,O,13,0,5,1,5
game000570,O,14,7,6,5,4
game000570,O,15,1,0,0,1
game000570,O,16,3,2,4,0
game000570,O,17,5,0,3,4
game000570,O,18,4,6,7,0
game000570,O,19,2,6,6,1
game000570,O,20,1,7,3,7
game000570,O,21,2,0,0,2
game000570,O,22,0,6,2,1
game000570,O,23,1,2,6,0
